name,price,type,color,side_panel,external_volume,supported_mobo_form_factors,max_gpu_length_mm,max_cpu_cooler_height_mm,psu_form_factor
Asus TUF Gaming GT502,179.97,ATX Mid Tower,Black,Tempered Glass,57.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake The Tower 600,169.99,ATX Mid Tower,Black,Tempered Glass,66.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Jonsbo D32 STD,124.99,MicroATX Desktop,Black,Tempered Glass,25.7,"Micro ATX, Mini ITX",330,155,ATX
Corsair iCUE LINK 3500X RGB,159.99,ATX Mid Tower,Black,Tempered Glass,55.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Corsair 3000D RGB AIRFLOW,124.99,ATX Mid Tower,Black,Tempered Glass,49.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master N400,64.99,ATX Mid Tower,Black,Tempered Glass,40.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Asus Prime AP201,83.99,MicroATX Mini Tower,Black,Tempered Glass,33.0,"Micro ATX, Mini ITX",330,155,ATX
Lian Li LANCOOL 216 RGB,105.97,ATX Mid Tower,White,Tempered Glass,55.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
NZXT H9 Flow (2025),159.99,ATX Mid Tower,White,Tempered Glass,76.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Define 7 XL,224.99,ATX Full Tower,Black,Tempered Glass,82.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
be quiet! Pure Base 501 Airflow,106.99,ATX Mid Tower,Black,Tempered Glass,48.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master N200,59.99,MicroATX Mini Tower,Black,Tempered Glass,33.8,"Micro ATX, Mini ITX",330,155,ATX
Fractal Design Pop Air,84.99,ATX Mid Tower,Black,Tempered Glass,46.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
BGears b-Vortex-RGB,48.99,ATX Mid Tower,Black,Tempered Glass,38.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li LANCOOL 205M MESH,89.99,MicroATX Mini Tower,Black,Tempered Glass,33.8,"Micro ATX, Mini ITX",330,155,ATX
Jonsbo N4,119.99,MicroATX Desktop,Black / Brown,Mesh,19.6,"Micro ATX, Mini ITX",330,155,ATX
be quiet! Light Base 600 LX,179.9,ATX Mid Tower,Black,Tempered Glass,59.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
BGears b-Pellucid,54.99,MicroATX Mini Tower,Black,Tinted Tempered Glass,36.6,"Micro ATX, Mini ITX",330,155,ATX
Vetroo AL900,84.99,ATX Mid Tower,Pink,Tempered Glass,48.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Deepcool MATREXX 30,124.99,MicroATX Mini Tower,Black,Tempered Glass,29.6,"Micro ATX, Mini ITX",330,155,ATX
Lian Li O11 Dynamic EVO,124.99,ATX Mid Tower,White / Gray,Tempered Glass,60.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Aerocool P500C,124.99,ATX Mid Tower,Black,Mesh,54.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Phanteks XT PRO ULTRA,81.98,ATX Mid Tower,White,Tempered Glass,51.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Deepcool CG530 4F,124.99,ATX Mid Tower,White,Tinted Acrylic,50.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Phanteks Eclipse G400A,124.99,ATX Mid Tower,Black,Tempered Glass,59.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake View 380 ARGB,103.99,ATX Mid Tower,Black,Tinted Tempered Glass,51.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Pop XL Silent,109.99,ATX Full Tower,Black,Tempered Glass,62.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
HYTE Y70 Touch Infinite,419.99,ATX Mid Tower,Red / Black,Tempered Glass,70.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Corsair iCUE 7000X RGB,359.99,ATX Full Tower,Black,Tempered Glass,81.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
SAMA SV01,79.99,ATX Mid Tower,White,Tempered Glass,43.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
PC Cooler I100 PRO MESH,101.69,Mini ITX Desktop,Gray,Mesh,7.5,Mini ITX,300,140,SFX
Montech X3 Mesh,69.98,ATX Mid Tower,White,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master MasterBox NR200P V2,104.99,Mini ITX Desktop,White,Mesh,20.1,Mini ITX,300,140,SFX
Lian Li LANCOOL 217,124.99,ATX Mid Tower,White / Brown,Tempered Glass,57.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec C3 ARGB,97.19,ATX Mid Tower,Black,Tempered Glass,47.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake Versa H16 ARGB,49.99,MicroATX Mini Tower,White,Tempered Glass,33.0,"Micro ATX, Mini ITX",330,155,ATX
Deepcool CC360 ARGB,124.99,MicroATX Mini Tower,Black,Tinted Tempered Glass,38.7,"Micro ATX, Mini ITX",330,155,ATX
NZXT H5 Flow RGB (2023),59.99,ATX Mid Tower,Black,Tempered Glass,47.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li O11 Air Mini,124.99,ATX Mid Tower,Black,Tempered Glass,44.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Focus 2,77.98,ATX Mid Tower,Black,Tempered Glass,45.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Asus A31,74.98,ATX Mid Tower,Black,Tempered Glass,52.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Corsair iCUE 5000D RGB AIRFLOW,204.99,ATX Mid Tower,Black,Tempered Glass,66.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec C8 Curve Wood,152.99,ATX Mid Tower,Black / Brown,Tempered Glass,66.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Jonsbo NV10,124.99,Mini ITX Desktop,Black / Brown,Mesh,4.5,Mini ITX,300,140,SFX
Jonsbo C6 MAX,79.99,MicroATX Desktop,Black,Tempered Glass,20.8,"Micro ATX, Mini ITX",330,155,ATX
Zalman S3,49.99,ATX Mid Tower,Black,Acrylic,38.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Phanteks XT View,99.98,ATX Mid Tower,Black,Tempered Glass,50.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master QUBE 500 Flatpack,79.98,ATX Mid Tower,Black,Tempered Glass,38.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li Vector V100,124.99,ATX Mid Tower,Black,Tempered Glass,53.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake TR100,149.99,Mini ITX Desktop,Black,Mesh,20.6,Mini ITX,300,140,SFX
Montech SKY TWO,99.99,ATX Mid Tower,Black,Tempered Glass,45.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix Nova Mesh SE,69.9,ATX Mid Tower,Black,Tempered Glass,36.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Corsair iCUE LINK 3500X RGB,159.99,ATX Mid Tower,White,Tempered Glass,55.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
MSI MPG GUNGNIR 110R,109.97,ATX Mid Tower,Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
KOLINK Stronghold Prime,124.99,ATX Mid Tower,Black,Tempered Glass,50.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC DIY-CUBE01,58.98,MicroATX Mini Tower,White,Tempered Glass,40.0,"Micro ATX, Mini ITX",330,155,ATX
Phanteks Enthoo Pro Tempered Glass,143.98,ATX Full Tower,Black,Tinted Tempered Glass,69.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
MSI MAG PANO M100R PZ,129.99,MicroATX Mid Tower,White,Tempered Glass,41.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master MasterBox NR200P,124.99,Mini ITX Desktop,Black,Tempered Glass,20.3,Mini ITX,300,140,SFX
Jonsbo D31 MESH,87.99,MicroATX Mini Tower,Black,Tempered Glass,31.3,"Micro ATX, Mini ITX",330,155,ATX
Montech XR Wood,67.9,ATX Mid Tower,White / Brown,Tempered Glass,49.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Asus ProArt PA602,275.99,ATX Mid Tower,Black,Tempered Glass,81.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
GAMDIAS ATHENA M3,74.98,ATX Mid Tower,Black,Tempered Glass,45.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Corsair Obsidian Series 1000D,124.99,ATX Full Tower,Black,Tempered Glass,149.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Asus A21,57.99,MicroATX Mini Tower,Black,Tempered Glass,44.0,"Micro ATX, Mini ITX",330,155,ATX
Fractal Design North XL,194.99,ATX Full Tower,White,Mesh,61.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Corsair 6500X,199.99,ATX Mid Tower,White,Tempered Glass,78.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Jonsbo N5,254.99,ATX Full Tower,Black / Brown,Mesh,50.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Phanteks EVOLV X2,219.98,ATX Mid Tower,White,Tempered Glass,60.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
NZXT H5 Flow (2022),124.99,ATX Mid Tower,Black,Tempered Glass,47.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Corsair 2500X,144.38,MicroATX Mini Tower,White,Tempered Glass,54.8,"Micro ATX, Mini ITX",330,155,ATX
Aerocool Prism V2 RGB,59.99,ATX Mid Tower,Black,Tempered Glass,41.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
SSUPD Meshroom D,99.99,Mini ITX Desktop,Black,Mesh,15.0,Mini ITX,300,140,SFX
Okinos Aqua 3,67.98,MicroATX Mini Tower,White,Tempered Glass,28.8,"Micro ATX, Mini ITX",330,155,ATX
SAMA ARGB-Q5,63.99,MicroATX Mini Tower,White,Tempered Glass,31.5,"Micro ATX, Mini ITX",330,155,ATX
Antec NX410,54.99,ATX Mid Tower,White,Tempered Glass,39.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec C8,119.99,ATX Full Tower,White / Silver,Tempered Glass,66.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Pop Mini Silent,84.99,MicroATX Mid Tower,Black,Tempered Glass,36.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li Q58 (PCIe 4.0),94.99,Mini ITX Desktop,White,Tempered Glass,14.5,Mini ITX,300,140,SFX
Thermaltake Core V21,124.99,MicroATX Mini Tower,Black,Acrylic,45.6,"Micro ATX, Mini ITX",330,155,ATX
HYTE Y70,219.99,ATX Mid Tower,White / Black,Tempered Glass,70.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Corsair iCUE 4000D RGB AIRFLOW,89.99,ATX Mid Tower,White,Tempered Glass,48.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
MSI MAG PANO M100R PZ,127.76,MicroATX Mid Tower,Black,Tempered Glass,41.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Era 2,212.98,Mini ITX Tower,Black / Brown,Mesh,19.0,Mini ITX,300,140,SFX
ZZEW A1 Plus,109.99,Mini ITX Tower,Silver,Mesh,5.8,Mini ITX,300,140,SFX
Fractal Design Meshify 3 Ambience Pro RGB,239.99,ATX Mid Tower,Black,Tinted Tempered Glass,50.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Jonsbo C6,60.0,MicroATX Mini Tower,Black,Mesh,15.9,"Micro ATX, Mini ITX",330,155,ATX
Deepcool MACUBE 110,124.99,MicroATX Mini Tower,Black,Tempered Glass,38.8,"Micro ATX, Mini ITX",330,155,ATX
Jonsbo N3,154.99,Mini ITX Desktop,Black,Tempered Glass,18.2,Mini ITX,300,140,SFX
be quiet! Light Base 900 FX,249.9,ATX Full Tower,Black,Tempered Glass,84.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake View 380 XL TG ARGB,99.99,ATX Mid Tower,Black,Tempered Glass,63.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master HAF 700 EVO,449.99,ATX Full Tower,Gray / Black,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
darkFlash DB330M,59.49,MicroATX Mini Tower,Black,Tempered Glass,29.0,"Micro ATX, Mini ITX",330,155,ATX
Corsair 2000D AIRFLOW,139.99,Mini ITX Tower,Black,Mesh,24.8,Mini ITX,300,140,SFX
Corsair 2500D Airflow,101.93,MicroATX Mini Tower,Black,Tempered Glass,54.8,"Micro ATX, Mini ITX",330,155,ATX
Corsair 2000D AIRFLOW,119.99,Mini ITX Tower,White,Mesh,24.8,Mini ITX,300,140,SFX
be quiet! Silent Base 802,189.9,ATX Mid Tower,Black,Tempered Glass,83.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Mood,162.97,Mini ITX Tower,Black,Mesh,20.4,Mini ITX,300,140,SFX
KOLINK Observatory MX Glass ARGB,124.99,ATX Mid Tower,Black / White,Tempered Glass,30.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
HYTE Y40,129.99,ATX Mid Tower,White,Tempered Glass,49.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec C8,199.8,ATX Full Tower,White,Tempered Glass,66.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Meshify 3,154.99,ATX Mid Tower,Black,Tempered Glass,50.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
DARKROCK Classico Storage Master,89.99,ATX Mid Tower,Black,Mesh,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Corsair iCUE 220T RGB Airflow,84.98,ATX Mid Tower,Black,Tempered Glass,37.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
HYTE Y40,129.99,ATX Mid Tower,White / Black,Tempered Glass,49.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Zalman P30,79.99,MicroATX Mini Tower,White,Tempered Glass,45.7,"Micro ATX, Mini ITX",330,155,ATX
Corsair 9000D RGB AIRFLOW,519.99,ATX Full Tower,White,Tempered Glass,149.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Jonsbo N10,61.99,Mini ITX Tower,Black,Mesh,4.5,Mini ITX,300,140,SFX
ENDORFY Ventum 200 Air,64.0,ATX Mid Tower,Black,Tempered Glass,35.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
HAVN HS420 VGPU,299.99,ATX Mid Tower,White,Tempered Glass,76.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
NZXT H5 Flow (2022),124.99,ATX Mid Tower,White,Tempered Glass,47.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Jonsbo N2,136.99,Mini ITX Desktop,Black,Tempered Glass,11.1,Mini ITX,300,140,SFX
CyberPowerPC MASTERBOX NR640,124.99,ATX Mid Tower,Black,Tempered Glass,47.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
KOLINK KLA-003,124.99,ATX Mid Tower,Black,Tempered Glass,26.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec AX61 ELITE,79.03,ATX Mid Tower,Black,Tempered Glass,36.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake TR100,149.99,Mini ITX Desktop,Green / Black,Mesh,20.6,Mini ITX,300,140,SFX
Fractal Design Core 1000 USB 3.0,49.99,MicroATX Mid Tower,Black,Tempered Glass,25.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
HYTE Y60,179.99,ATX Mid Tower,White / Black,Tempered Glass,60.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Phanteks XT M3,124.99,MicroATX Mid Tower,Black,Tempered Glass,40.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
MSI MAG FORGE M100A,108.62,MicroATX Mid Tower,Black,Tempered Glass,32.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
HYTE Y70,219.99,ATX Mid Tower,Purple,Tempered Glass,70.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC ARGB-N1,71.99,MicroATX Mid Tower,White,Tempered Glass,44.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
Phanteks XT M3,67.98,MicroATX Mid Tower,White,Tempered Glass,40.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Focus 2 RGB,89.99,ATX Mid Tower,Black,Tempered Glass,45.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
SAMA 3509,64.99,ATX Mid Tower,Black,Tempered Glass,41.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC DIY-CUBE01,124.99,MicroATX Mini Tower,Black,Tempered Glass,40.0,"Micro ATX, Mini ITX",330,155,ATX
Asus Prime AP201,84.99,MicroATX Mini Tower,White,Tempered Glass,33.0,"Micro ATX, Mini ITX",330,155,ATX
be quiet! Light Base 900 DX,204.9,ATX Full Tower,Black,Tempered Glass,84.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC ARGB Q10,72.99,ATX Mid Tower,Black,Tempered Glass,50.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Asus TUF Gaming GT501,164.99,ATX Mid Tower,Black / Gray,Tempered Glass,75.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Asus TUF Gaming GT302 ARGB,166.03,ATX Mid Tower,Black,Tempered Glass,59.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
NZXT H5 Elite,195.0,ATX Mid Tower,Black,Tempered Glass,47.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Pop XL Air,119.99,ATX Full Tower,White,Tempered Glass,62.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone ALTA D1,838.88,ATX Full Tower,Black,Mesh,78.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Corsair 6500D Airflow,199.99,ATX Mid Tower,Black,Tempered Glass,78.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Meshify 3 XL Ambience Pro RGB,274.99,ATX Full Tower,Black,Tinted Tempered Glass,72.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Core 1100,49.99,MicroATX Mini Tower,Black,Tempered Glass,25.7,"Micro ATX, Mini ITX",330,155,ATX
Fractal Design Pop Air,99.99,ATX Mid Tower,White,Tempered Glass,46.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master Elite 301 Lite,55.99,MicroATX Mini Tower,White,Tempered Glass,34.1,"Micro ATX, Mini ITX",330,155,ATX
Corsair iCUE 4000D RGB AIRFLOW,149.99,ATX Mid Tower,Black,Tempered Glass,48.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
KOLINK Observatory HF Mesh ARGB,124.99,ATX Mid Tower,Black,Tempered Glass,35.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
NCASE M1,124.99,Mini ITX Tower,Black,Tempered Glass,13.9,Mini ITX,300,140,SFX
Deepcool CH260,124.99,MicroATX Desktop,White,Tempered Glass,30.8,"Micro ATX, Mini ITX",330,155,ATX
NZXT H7 Flow RGB (2024),149.99,ATX Mid Tower,White,Tempered Glass,62.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
DIYPC ARGB-R1,124.99,ATX Mid Tower,White,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Corsair iCUE LINK 6500X RGB,269.99,ATX Mid Tower,Black,Tempered Glass,78.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
SAMA IM01,124.99,MicroATX Mini Tower,Black,Tempered Glass,21.9,"Micro ATX, Mini ITX",330,155,ATX
Fractal Design Torrent,204.99,ATX Mid Tower,Black,Tempered Glass,69.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
ADATA XPG VALOR MESH,124.99,ATX Mid Tower,Black,Tempered Glass,35.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
MSI MPG GUNGNIR 300R AIRFLOW,129.99,ATX Mid Tower,Black,Tempered Glass,60.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Torrent RGB,236.99,ATX Mid Tower,Black,Tinted Tempered Glass,69.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Corsair iCUE 5000X RGB,204.99,ATX Mid Tower,Black,Tempered Glass,66.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Asus ProArt PA602 Wood Edition,279.99,ATX Mid Tower,Black / Brown,Tempered Glass,81.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone FLP01,124.99,HTPC,White,Tempered Glass,27.1,Mini ITX,300,140,SFX
Fractal Design Define 7 Compact,124.99,ATX Mid Tower,Black,Tempered Glass,42.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Zalman S4,49.98,ATX Mid Tower,Black,Tinted Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Meshify 3 XL,184.99,ATX Full Tower,Black,Tempered Glass,72.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li Lancool II Mesh,295.0,ATX Mid Tower,Black,Tempered Glass,54.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
NZXT H510 Elite,124.99,ATX Mid Tower,White / Black,Tempered Glass,41.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cooler Master NCORE 100 AIR,139.99,Mini ITX Tower,Black,Mesh,16.4,Mini ITX,300,140,SFX
Fractal Design Meshify 2 Compact TG Light Tint,147.98,ATX Mid Tower,Black,Tempered Glass,42.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Mood,164.99,Mini ITX Tower,Gray,Mesh,20.4,Mini ITX,300,140,SFX
Raidmax INFINITA i802 AIR,59.99,ATX Mid Tower,Black,Tempered Glass,38.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
be quiet! Pure Base 600,99.9,ATX Mid Tower,Black,Tempered Glass,50.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Deepcool CG580,124.99,ATX Mid Tower,Black,Tempered Glass,51.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
GAMDIAS ATLAS M1,84.99,ATX Mid Tower,Black,Tempered Glass,41.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Lian Li O11D EVO RGB Automobili Lamborghini,299.99,ATX Mid Tower,Black / Gold,Tempered Glass,65.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
ENDORFY Ventum 200 ARGB,72.0,ATX Mid Tower,Black,Tempered Glass,35.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Corsair 2500X Walnut,159.99,MicroATX Mini Tower,Black / Brown,Tempered Glass,54.8,"Micro ATX, Mini ITX",330,155,ATX
GameMax F46,66.99,ATX Mid Tower,Black,Tempered Glass,40.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
MUSETEX NN8,79.98,ATX Mid Tower,Black,Tempered Glass,39.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
be quiet! Dark Base Pro 901,124.99,ATX Full Tower,Black,Tempered Glass,94.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Zalman CUBIX,37.99,MicroATX Mini Tower,White,Tempered Glass,42.8,"Micro ATX, Mini ITX",330,155,ATX
be quiet! Pure Base 500 FX,124.93,ATX Mid Tower,Black,Tempered Glass,48.3,"ATX, Micro ATX, Mini ITX",360,170,ATX
Corsair FRAME 4000D,104.99,ATX Mid Tower,White,Tempered Glass,56.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
MSI MAG FORGE 100M,124.99,ATX Mid Tower,Black,Tempered Glass,44.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Jonsbo Jonsplus Z20,104.98,MicroATX Desktop,White,Tempered Glass,25.3,"Micro ATX, Mini ITX",330,155,ATX
Jonsbo Jonsplus Z20,104.0,MicroATX Desktop,Orange / Black,Tempered Glass,25.3,"Micro ATX, Mini ITX",330,155,ATX
Deepcool MATREXX 50 ADD-RGB 4F,124.99,ATX Mid Tower,Black,Tempered Glass,44.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Jonsbo D32 PRO,80.99,MicroATX Desktop,White,Tempered Glass,25.7,"Micro ATX, Mini ITX",330,155,ATX
Thermaltake AX700,399.99,ATX Full Tower,Black,Mesh,141.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Vetroo AL800,59.99,ATX Mid Tower,Pink,Tempered Glass,46.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake View 380 ARGB,114.99,ATX Mid Tower,White,Tinted Tempered Glass,51.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Deepcool MATREXX 40,124.99,MicroATX Mini Tower,Black,Tempered Glass,42.8,"Micro ATX, Mini ITX",330,155,ATX
iBuypower Trace 7 Mesh Pro ARGB,114.99,ATX Mid Tower,Black,Tempered Glass,51.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
BitFenix TRITON,69.9,ATX Mid Tower,Black,Tempered Glass,45.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Pop Silent,84.99,ATX Mid Tower,Black,Tempered Glass,46.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Antec CX200M RGB ELITE,124.99,MicroATX Mini Tower,Black,Tempered Glass,28.8,"Micro ATX, Mini ITX",330,155,ATX
Asus TUF Gaming GT301,92.99,ATX Mid Tower,Black,Tempered Glass,43.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
HYTE REVOLT 3,129.99,Mini ITX Tower,Black,Mesh,18.4,Mini ITX,300,140,SFX
Cooler Master MasterBox TD500 Mesh V2,109.99,ATX Mid Tower,White,Tempered Glass,52.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Fractal Design Meshify C,99.99,ATX Mid Tower,Black,Tempered Glass,40.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Zalman i4,59.99,ATX Mid Tower,Black,Mesh,43.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Jonsbo TK-0,124.99,Mini ITX Desktop,White,Tempered Glass,16.4,Mini ITX,300,140,SFX
HAVN HS420,229.99,ATX Mid Tower,White,Tempered Glass,76.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Deepcool CG530,124.99,ATX Mid Tower,Black,Tinted Acrylic,50.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake The Tower 300,112.99,MicroATX Mini Tower,White,Tempered Glass,53.0,"Micro ATX, Mini ITX",330,155,ATX
Montech X5,75.0,ATX Mid Tower,White,Tempered Glass,51.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Jonsbo C6 Handle,64.0,MicroATX Mini Tower,Black,Mesh,15.9,"Micro ATX, Mini ITX",330,155,ATX
Montech Heritage PRO,109.9,MicroATX Mid Tower,Black,Tempered Glass,41.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Phanteks NV5 MKII,135.98,ATX Mid Tower,White,Tempered Glass,60.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake View 270 Plus TG ARGB,86.99,ATX Mid Tower,Green,Tempered Glass,47.6,"ATX, Micro ATX, Mini ITX",360,170,ATX
Phanteks Eclipse P300A Mesh,124.99,ATX Mid Tower,Black,Tempered Glass,36.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
Montech SKY TWO GX,117.1,ATX Mid Tower,Black,Tempered Glass,49.5,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake The Tower 250,149.95,Mini ITX Tower,Black,Tempered Glass,42.7,Mini ITX,300,140,SFX
